stop_id,lat,lon,ward,is_existing_stop,nearest_node_degree,road_type,distance_to_major_road,distance_to_nearest_stop,stops_within_500m,stops_within_1km,pop_not_served_nearby,poverty_rate_weighted_pop,route_count_serving,trips_per_day,avg_headway_minutes,service_span_hours,routes_within_500m,avg_speed_daily,avg_speed_peak,avg_speed_offpeak,congestion_pct_daily,congestion_pct_peak,trip_count_daily,trip_count_peak,demand_variability_cv,dominant_congestion_level,ward_pct_access,ward_population,ward_poverty_rate,is_benchmark_ward,ward_category,distance_to_cbd,coverage_efficiency_nearby,demand_supply_ratio,network_accessibility,is_good_stop,pop_within_500m,subcounty_gini,trips_per_1k_pop_per_hour,pop_score,coverage_score,access_score,poverty_score,quality_score,gnn_probability,gnn_prediction,confidence
CANDIDATE_Woodley/kenyatta Golf Course Ward_6,-1.3153576614811118,36.76587317069566,Woodley/kenyatta Golf Course Ward,False,6,tertiary,1242.3872928713206,1123.1536452380085,0,0,7917,4018.27020779832,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,85.74743830112823,185176.1679773348,26.3,True,adequately_served,6.551666683208515,85.74743830112823,15278.0,0.0048255278418877,1,15278,0.2104011684477993,10.498111183713132,0.11329373465922153,0.8572946367583104,0.8941817047024955,0.20347303164376196,0.4735074135895566,0.9934883,1,0.9869766
CANDIDATE_Korogocho Ward_3,-1.2543051099003415,36.87313330465841,Korogocho Ward,False,6,unclassified,622.0172133236274,391.50567774311634,3,79,6406,7114.906913988673,0,0,1440.0,0,2,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,70.68412548851703,72846.89997678499,11.1,True,adequately_served,7.169338708433049,0.8835515686064628,64098.0,0.0096305525299881,1,64098,0.0768685671769029,1.153103289594606,0.47531756801850905,0.007585508102175989,0.9631141619904625,0.3622419813997413,0.4333287545100629,0.9932642,1,0.9865284
CANDIDATE_Sarang'ombe Ward_17,-1.3170458604254431,36.76693387651621,Sarang'ombe Ward,False,6,residential,1097.8310453223612,966.3874943855376,0,2,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.544979004923655,24.77344829156154,58636.0,0.0054603480904016,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.24678576288343604,0.9089514798921086,0.7881249673045143,0.5532967019442744,0.9929269,1,0.9858538
CANDIDATE_Mathare North Ward_11,-1.254532461137322,36.87122161131718,Mathare North Ward,False,6,residential,784.4684297174429,483.98359355827176,2,75,2588,13950.656452234723,0,0,1440.0,0,3,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,6.9729413794942925,1.1627225443910052,125681.0,0.0076387538607482,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010380738626175317,0.9544013243072867,0.7127205418368308,0.6622143774296119,0.9929188,1,0.9858376
CANDIDATE_Mathare North Ward_14,-1.2548091386865146,36.87246533415133,Mathare North Ward,False,6,unclassified,691.3860894114664,373.5141760913021,2,80,2588,13950.656452234723,0,0,1440.0,0,2,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.077046340788287,1.0909495478236593,125681.0,0.0086656853621944,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.00966210349499757,0.9648092373193894,0.7127205418368308,0.6641163012492379,0.9920596,1,0.9841192
CANDIDATE_Mathare North Ward_41,-1.2543620452885118,36.87254877238494,Mathare North Ward,False,6,unclassified,686.778637174409,411.8535566584383,2,77,2588,13950.656452234723,0,0,1440.0,0,2,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.109879836826141,1.132909145816877,125681.0,0.0087237370800723,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010082228648609177,0.9611970797917192,0.7127205418368308,0.6634989010321067,0.99205595,1,0.9841119
CANDIDATE_Airbase Ward_16,-1.2527028141180157,36.873277919294544,Airbase Ward,False,6,unclassified,579.2628665347526,555.4928022510486,0,73,17075,1530.534366496874,0,0,1440.0,0,0,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,46.01546587417469,105433.25515722662,9.3,False,severely_underserved,7.273448386633455,0.6218306199212796,16457.0,0.0103401412463822,0,16457,0.2187157501793953,11.040159940658125,0.1220365879884022,0.004964997920274078,0.9476640603594503,0.07592329162932626,0.2486715256737646,0.9917972,1,0.9835944
CANDIDATE_Airbase Ward_31,-1.2516213197369808,36.87201180101021,Airbase Ward,False,2,residential,477.80712850602,456.72336687130144,11,76,17075,1530.534366496874,0,0,1440.0,0,6,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,46.01546587417469,105433.25515722662,9.3,False,severely_underserved,7.216898961780664,0.5976034529113596,16457.0,0.0041770472512396,0,16457,0.2187157501793953,11.040159940658125,0.1220365879884022,0.0047224207091372625,0.956969655656848,0.07592329162932626,0.2504720004304599,0.9909643,1,0.9819286
CANDIDATE_Ngando Ward_15,-1.3142848195383536,36.76593549974023,Ngando Ward,False,6,tertiary,1267.1503125165432,1033.760588130704,0,0,2979,1287.4420267405085,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,64.55544213237266,28020.643468093764,18.5,False,underserved,6.487782020563773,64.55544213237266,6959.0,0.0047313003362302,1,6959,0.1996750767775023,17.558483286089597,0.051604339540091804,0.6451074121053447,0.9026039013936017,0.06345960307338838,0.3725510727587663,0.99086636,1,0.9817327
CANDIDATE_Airbase Ward_3,-1.2756715297378989,36.8620598407595,Airbase Ward,False,6,unclassified,1053.1505653017157,1120.2102420048411,0,0,17075,1530.534366496874,0,0,1440.0,0,0,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,46.01546587417469,105433.25515722662,9.3,False,severely_underserved,5.12764111722963,46.01546587417469,16457.0,0.0056917865412164,1,16457,0.2187157501793953,11.040159940658125,0.1220365879884022,0.459473832520288,0.8944590184198372,0.07592329162932626,0.35165772593584543,0.9901569,1,0.9803138
CANDIDATE_Mathare North Ward_18,-1.25186282321257,36.87008022448892,Mathare North Ward,False,3,residential,494.6612908057254,310.1332780055927,3,68,2588,13950.656452234723,0,0,1440.0,0,5,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.021819069272896,1.2806799039669043,125681.0,0.0060525202505189,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.011561799841763094,0.9707806897723024,0.7127205418368308,0.6657855158265119,0.99013036,1,0.9802607
CANDIDATE_Mathare North Ward_49,-1.251888102382574,36.87052731209124,Mathare North Ward,False,6,residential,491.2620434164896,359.368740672324,3,74,2588,13950.656452234723,0,0,1440.0,0,6,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.061953030050051,1.178225511649552,125681.0,0.0121886301823266,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.01053596381450971,0.9661419542353906,0.7127205418368308,0.6646013097123162,0.9897832,1,0.97956645
CANDIDATE_Ngando Ward_6,-1.313537721100614,36.76271745353449,Ngando Ward,False,6,tertiary,1546.8287807644756,1274.974197677652,0,0,2979,1287.4420267405085,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,64.55544213237266,28020.643468093764,18.5,False,underserved,6.766716934746868,64.55544213237266,6959.0,0.0038763977479709,1,6959,0.1996750767775023,17.558483286089597,0.051604339540091804,0.6451074121053447,0.8798778807168786,0.06345960307338838,0.3680058686234217,0.98893154,1,0.9778631
CANDIDATE_Mathare North Ward_19,-1.2520925337263638,36.87537060460081,Mathare North Ward,False,6,residential,359.39176755757705,367.6759424104384,17,73,2588,13950.656452234723,0,0,1440.0,0,7,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.508054936312741,1.1941474780231949,125681.0,0.0166485489961738,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010695384278204496,0.965359288452889,0.7127205418368308,0.6644846316717395,0.9878479,1,0.97569585
CANDIDATE_Sarang'ombe Ward_49,-1.3140271781515265,36.76457942279055,Sarang'ombe Ward,False,2,residential,1419.288926586324,1130.9765892962716,0,0,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.607224986755888,74.32034487468462,58636.0,0.0014081641858653,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.7428795896481165,0.893444663418818,0.7881249673045143,0.6742187953407864,0.9878418,1,0.97568357
CANDIDATE_Woodley/kenyatta Golf Course Ward_23,-1.3176504282685628,36.75774838194152,Woodley/kenyatta Golf Course Ward,False,2,residential,1800.6941473701006,1796.0983835572877,0,0,7917,4018.27020779832,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,85.74743830112823,185176.1679773348,26.3,True,adequately_served,7.466852455039643,85.74743830112823,15278.0,0.0011100663244754,1,15278,0.2104011684477993,10.498111183713132,0.11329373465922153,0.8572946367583104,0.8307799917309089,0.20347303164376196,0.4608270709952393,0.9867187,1,0.9734374
CANDIDATE_Mathare North Ward_32,-1.2556832795750814,36.88614903811613,Mathare North Ward,False,6,residential,628.7645936708225,323.98630402300586,2,65,2588,13950.656452234723,0,0,1440.0,0,1,17.845377654040565,11.606875140660836,20.96462891073044,57.8859819316018,91.796875,574,247.0,0.4245573366979223,moderate,88.3669133737164,74177.99282923673,11.1,True,adequately_served,8.391458688487623,1.338892626874491,125681.0,0.0095273695287102,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.012144661220884334,0.9694755223055983,0.7127205418368308,0.6656701976779514,0.98629445,1,0.9725889
CANDIDATE_Sarang'ombe Ward_12,-1.3129096477462336,36.76531372313737,Sarang'ombe Ward,False,6,tertiary,1385.423066224516,992.699068713296,0,1,5959,15421.34774339274,0,0,1440.0,0,0,16.699138772601074,11.303737458124182,19.57668614032208,68.12864671560324,95.45454545454544,134,49.0,0.5466091380314718,congested,74.32034487468462,77355.9452208662,26.3,True,adequately_served,6.477581336934954,37.16017243734231,58636.0,0.0043276833357505,1,58636,0.2104011684477993,1.8615246648315409,0.4348142050974024,0.37080921957460616,0.9064725261409796,0.7881249673045143,0.5838067753668411,0.9844156,1,0.9688312
CANDIDATE_Mathare North Ward_13,-1.2511821292270462,36.87269492778661,Mathare North Ward,False,6,residential,416.0076400930945,402.0891288038064,18,76,2588,13950.656452234723,0,0,1440.0,0,5,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.307186560573869,1.1476222516067065,125681.0,0.0143882255938057,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.010229545260914545,0.9621170386188249,0.7127205418368308,0.6637197219506042,0.9842104,1,0.96842074
CANDIDATE_Mathare North Ward_39,-1.250802774445257,36.8707491816355,Mathare North Ward,False,6,residential,369.62044738385873,361.446683278417,15,70,2588,13950.656452234723,0,0,1440.0,0,6,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.148780293329992,1.2446044137143155,125681.0,0.0161890690121197,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.011200589973011904,0.9659461801796904,0.7127205418368308,0.6647283114408017,0.9840052,1,0.9680104
CANDIDATE_Mathare North Ward_30,-1.250590037125037,36.87168000181531,Mathare North Ward,False,6,residential,357.6820588482581,345.56409000179656,18,74,2588,13950.656452234723,0,0,1440.0,0,6,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.248143329936112,1.178225511649552,125681.0,0.0167279066571275,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.01053596381450971,0.9674425640026529,0.7127205418368308,0.6648614316657686,0.98390466,1,0.9678093
CANDIDATE_Airbase Ward_19,-1.2744331677852363,36.86030126025766,Airbase Ward,False,6,unclassified,928.8410195645672,970.5139646664452,0,3,17075,1530.534366496874,0,0,1440.0,0,0,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,46.01546587417469,105433.25515722662,9.3,False,severely_underserved,4.97278343774,11.503866468543674,16457.0,0.0064527159737583,0,16457,0.2187157501793953,11.040159940658125,0.1220365879884022,0.11392259525589386,0.9085627031182694,0.07592329162932626,0.26809065355943335,0.9838864,1,0.96777284
CANDIDATE_Mathare North Ward_2,-1.2495426454356495,36.886027482930814,Mathare North Ward,False,6,residential,817.3994822640726,367.7443879660733,3,43,2588,13950.656452234723,0,0,1440.0,0,2,17.845377654040565,11.606875140660836,20.96462891073044,57.8859819316018,91.796875,574,247.0,0.4245573366979223,moderate,88.3669133737164,74177.99282923673,11.1,True,adequately_served,8.679878507203412,2.008338940311736,125681.0,0.0073313829370971,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.018847567080778598,0.9653528398320359,0.7127205418368308,0.6665213876482126,0.9836134,1,0.96722674
CANDIDATE_Mathare North Ward_47,-1.2421749938395945,36.87216808175213,Mathare North Ward,False,6,residential,331.369284364075,465.1523025044756,1,51,2588,13950.656452234723,0,0,1440.0,0,5,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,7.843673167146147,1.6993637187253154,125681.0,0.0180522096422954,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.015753918222365864,0.9561755206748208,0.7127205418368308,0.6639125116021662,0.9824676,1,0.9649352
CANDIDATE_Mathare North Ward_35,-1.2548679576422177,36.86846774497625,Mathare North Ward,False,6,residential,802.8125680349547,331.6109242267557,2,45,2588,13950.656452234723,0,0,1440.0,0,1,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,6.691457966530967,1.9210198559503568,125681.0,0.0074644267066735,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.01797327501209674,0.9687571661700219,0.7127205418368308,0.6669836798986393,0.982307,1,0.96461403
CANDIDATE_Mathare North Ward_36,-1.2565976798375824,36.8712514373335,Mathare North Ward,False,6,unclassified,677.4820667310319,354.97396096940105,3,54,2588,13950.656452234723,0,0,1440.0,0,2,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,6.861995175081774,1.606671152249389,125681.0,0.0088432698433849,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.01482582356484204,0.9665560098709157,0.7127205418368308,0.6657565857770043,0.9820932,1,0.96418643
CANDIDATE_Mathare North Ward_31,-1.255947246284162,36.87148929326678,Mathare North Ward,False,6,unclassified,732.1008043093026,362.00331764971656,2,66,2588,13950.656452234723,0,0,1440.0,0,2,17.684657596250318,11.666697525521228,20.693637631614862,60.45883468467407,92.24137931034484,543,224.0,0.490429447437139,congested,88.3669133737164,74177.99282923673,11.1,True,adequately_served,6.92026250352099,1.318909154831588,125681.0,0.0081844133367892,1,125681,0.0768685671769029,0.1617730480740412,0.9319851986978414,0.01194457447879794,0.9658937366867412,0.7127205418368308,0.6649038188686585,0.9820296,1,0.96405923
